name,latitude,longitude
Waste Management Northern Oaks LFGTE,43.9906,-84.8003
Waste Management Eco Vista LFGTE,36.140849,-94.259713
Superior Landfill Gas Recovery,32.0303,-81.2722
Canyon Power Plant,33.858056,-117.861667
Langley Gulch Power Plant,43.904444,-116.819722
Cleveland Cnty Generating Facility,35.170547,-81.416648
Pacolet Diesel Generation Facility,34.8986,-81.7397
Luverne Wind Farm,47.3272,-97.8975
Ashtabula Wind Energy Center,47.1244,-97.8961
Langdon Wind Energy Center,48.6303,-98.3169
Willmar Municipal East Substation,45.1272,-95.025
Willmar Municipal SW Substation,45.105,-95.0844
Southcentral Power Project,61.167417,-149.905304
Ratcliffe,32.654722,-88.762222
Bison I Wind Energy Center,46.98,-101.554722
McFadden Ridge,41.7244,-105.9906
High Plains,41.675052,-106.011124
Vaca Dixon Solar Station,38.4106,-121.9264
CSU East Bay,37.658889,-122.059444
SF State University,37.723889,-122.4775
Armenia Mountain Wind Farm,41.7619,-76.8553
Rolling Thunder Wind Farm,44.477778,-99.133889
Archer Daniels Midland Columbus,41.416442,-97.286328
Nobles Wind Project,43.7036,-95.7131
Merricourt Wind Project,46.099217,-98.586281
NaturEner Glacier Wind Energy 1,48.51,-112.1097
NaturEner Glacier Wind Energy 2,48.5333,-112.1847
Noatak,67.570931,-162.965728
Savoonga,63.695267,-170.475661
Alakanuk,62.6833,-164.6544
Upper Kalskag,61.526858,-160.348128
Stebbins,63.521047,-162.286322
Scammon Bay,61.843036,-165.581497
Quinhagak,59.747436,-161.910647
Pilot Station,61.936456,-162.880706
Koyuk,64.932089,-161.167103
Elim,64.616558,-162.263717
St. Michael,63.4775,-162.0383
Gambell,63.777058,-171.712439
Shungnak,66.888114,-157.140206
Kotlik,63.03215,-163.553106
Kivalina,67.726644,-164.538447
Kasigluk,60.8731,-162.5197
Toksook Bay,60.530142,-165.108575
GenConn Middletown LLC,41.554444,-72.576666
Twin Cities Hydro LLC,44.9156,-93.1994
GenConn Devon LLC,41.2108,-73.1075
Denton Power LLC,33.191854,-97.0761
Granite City Works,38.6972,-90.1283
Ivanpah 2,35.556111,-115.468611
Ivanpah 1,35.533056,-115.4525
Ivanpah 3,35.580833,-115.4825
South Columbus Water Resource Facility,32.4119,-84.9761
Steel Winds II,42.8072,-78.8617
Milford Wind Corridor I LLC,38.53569,-112.935
Sheffield Wind,44.67598,-72.1013
Calpine Vineland Solar LLC,39.4636,-75.0667
Kaheawa Wind Power II LLC,20.79467,-156.536
Bull Hill Wind Project,44.723056,-68.2425
Lake Dorothy Hydroelectric Project,58.2325,-134.0533
Kahuku Wind Power LLC,21.68097,-157.975
Bowers Wind Project,45.414444,-68.038055
Campbell Hill Windpower,43.01455,-105.999
Silver Sage Windpower,41.12968,-105.024
Casper Wind Farm,42.884703,-106.221442
Streator Cayuga Ridge South,40.9969,-88.49
Penascal II Wind Project LLC,27.1197,-97.5499
Star Point Wind Project LLC,45.51,-120.48
Rugby Wind Power Project,48.4968,-99.9513
Dry Lake Wind LLC,34.6596,-110.2842
WestRock (WA),47.266069,-122.428288
Santa Maria LFG Power Plant,34.9537,-120.4142
J&A-Santa Maria II LLC,34.9494,-120.3803
Whittier LFG Power Plant #1,33.9716,-118.0481
Newark America Mill,42.561007,-71.848805
Mesalands Comm College Wind Turbine,35.17,-103.74
Milford Wind Corridor Stage II LLC,38.58523,-112.931
Blue Canyon Windpower V LLC,34.8217,-98.4525
Meadow Lake Wind Farm LLC,40.6275,-86.935
Blackstone Wind Farm LLC,41.1508,-88.6233
Lost Lakes Wind Farm LLC,43.3456,-95.3233
Meadow Lake Wind Farm II LLC,40.6431,-87.0242
Blackstone Wind Farm II LLC,41.1406,-88.53
Meadow Lake Wind Farm III LLC,40.5986,-87.0194
Quilt Block Wind Farm LLC,42.673333,-90.265277
Greensburg,37.5499,-99.3444
Koda Biomass Plant,44.7956,-93.5386
Wilton Wind II LLC,47.1333,-100.7011
Ashtabula Wind II LLC,47.292437,-97.931692
UCI Facilities Management Central Plant,33.6481,-117.8467
Trail Ridge Landfill Gas Recovery,30.227953,-82.040881
Payne's Ferry,42.825278,-115.010833
Camp Reed,42.811944,-115.048889
Yahoo Creek,42.770833,-114.988611
Solar Photovoltaic Project #24,34.038333,-117.373055
G2 Energy Marion LLC,29.122882,-82.055452
Beaver Ridge Wind,44.4967,-69.35
Stoney Corners Wind Farm,44.19,-85.2983
Nine Mile Gas Processing Plant,35.9408,-99.3033
G2 Energy Ostrom Road LLC,39.0728,-121.3992
OREG 4 Peetz,40.9925,-102.853056
Big Sky Wind LLC,41.599167,-89.456111
Tuana Springs,42.8925,-115.0164
Eurus Combine Hills Turbine Ranch 2,45.943,-118.591
Savannah River Site Biomass Cogen,33.283333,-81.666666
Highland Wind Project (PA),40.3042,-78.6908
RV CSU Power LLC,40.591099,-105.145904
Beech Ridge Energy LLC,38.0878,-80.4925
Harvest Wind Project,45.8131,-120.3475
Langford Wind Power,31.085435,-100.67882
Mesquite Lake Water & Power Plant 1,32.906569,-115.513747
Barton Chapel Wind Farm,33.06797,-98.337652
Windy Flats Wind Project,45.7269,-120.8339
White River Lock and Dam 1,35.757401,-91.636887
White River Lock and Dam 2,35.744036,-91.765418
White River Lock and Dam 3,35.84361,-91.850521
Calabasas Gas to Energy Facility,34.1511,-118.7236
Waste Management Tri-Cities LFGTE,37.4975,-121.985833
Farmers Branch Renewable Energy Facility,33.031111,-96.957222
Waste Management Lockwood LFGTE,39.493315,-119.620304
Mesquite Creek LFGTE Project,29.7372,-98.0228
Waste Management Naples LFGTE Project,26.155833,-81.658055
Waste Management Piedmont LFGTE Project,36.193611,-80.040555
Suburban Landfill Gas Recovery,39.912438,-82.244992
Cedar Hills Wind Farm,46.245556,-103.767222
Glen Ullin Station 6,46.8214,-101.7564
Bridgewater Dairy Anaerobic Digester,41.6292,-84.6694
Colorado Highlands Wind,40.756944,-102.743055
University of Delaware Wind Turbine,38.782931,-75.164903
Meadow Lake Wind Farm IV,40.6778,-87.0328
HSCo CHP,41.7614,-72.6686
Buckeye Geothermal Power Plant,38.8242,-122.84
Wild Horse Power Plant,38.8417,-122.83
PPL Frey Farm Landfill Wind,39.959167,-76.455555
PPL Glendon LFGTE Plant,40.667778,-75.232222
Orono Hydro Station,44.8803,-68.6647
Cricket Valley Energy,41.676111,-73.581111
Chautauqua LFGTE Facility,42.1989,-79.3186
Pillar Mountain Wind Project Microgrid,57.7869,-152.4406
Vantage Wind Energy LLC,46.9547,-120.1819
Lost Creek Wind Energy Facility,39.981389,-94.518056
Little Quinnesec Falls Hydro Project,45.7736,-87.9894
Exelon Solar Chicago,41.6758,-87.6514
Spring Valley Wind Project,39.104167,-114.492222
Ripley Westfield Wind LLC,42.241111,-79.635
Day County Wind LLC,45.215,-97.9056
Lower Snake River Wind Energy Project,46.524167,-117.821666
"High Point, POLO",35.97,-79.96
Blue Wing Solar Energy Generation,29.304177,-98.400339
Bent Tree Wind Farm Phase 1,43.724596,-93.450429
Glacier Hills,43.563889,-89.148056
Shelby Solar Energy Generation Facility,35.2536,-81.5956
FPL Energy Montezuma Winds LLC,38.163581,-121.79661
Jacksonville Solar,30.320748,-81.956377
Wyandot Solar Farm,40.8795,-83.317072
PSEG Hackettstown,40.860629,-74.822935
CM48,35.7814,-114.9933
Soldotna,60.499444,-150.997222
Thomson Reuters Data Center Bldg ES101,44.8244,-93.1139
Thomson Reuters Data Center Bldg H,44.8289,-93.1167
Rumble Road Energy Center,32.975833,-83.846111
Cedar Creek II,40.9475,-103.783889
Goshen Phase II,43.467057,-111.836381
EC&R Papalote Creek II LLC,27.9958,-97.2967
ENEL Salt Wells LLC,39.2944,-118.5725
Waverly Community Wind Project,42.7317,-92.4711
Crayola Solar Project,40.760545,-75.238452
Solar Photovoltaic Project #03,34.094279,-117.400113
Solar Photovoltaic Project #04,34.071111,-117.520277
Solar Photovoltaic Project #05,34.086276,-117.230571
Solar Photovoltaic Project #06,34.041389,-117.573055
Solar Photovoltaic Project #07,34.086111,-117.2275
Solar Photovoltaic Project #08,34.041944,-117.565
Solar Photovoltaic Project #09,34.042778,-117.571666
Solar Photovoltaic Project #10,34.075,-117.516944
Solar Photovoltaic Project #11,34.075833,-117.241388
Solar Photovoltaic Project #12,34.042222,-117.561666
Solar Photovoltaic Project #13,34.083499,-117.23557
Solar Photovoltaic Project #14,34.068333,-117.507222
Solar Photovoltaic Project #15,34.079167,-117.516666
Solar Photovoltaic Project #16,34.085556,-117.233611
Solar Photovoltaic Project #17,34.072778,-117.503333
Solar Photovoltaic Project #18,34.083333,-117.516388
Solar Photovoltaic Project #19,34.086944,-117.516944
Solar Photovoltaic Project #20,34.089167,-117.203333
Solar Photovoltaic Project #21,34.075278,-117.553611
Solar Photovoltaic Project #23,34.080833,-117.520277
Solar Photovoltaic Project #22,34.08,-117.2114
Roth Rock Wind Farm LLC,39.254444,-79.467222
"Roth Rock North Wind Farm, LLC",39.287222,-79.434444
Deerhaven Renewable,29.7675,-82.396388
Mililani South Solar Farm,21.46,-157.9603
Cimarron Solar Facility,36.468078,-104.635659
Kit Carson Windpower,39.3383,-102.3533
Solar Photovoltaic Project #26,34.131214,-117.425324
Solar Photovoltaic Project #27,34.131111,-117.421666
Solar Photovoltaic Project #28,34.094167,-117.274166
Welcome Wind Turbine,43.6825,-94.5892
Renewable Energy Services of Ohio,41.3362,-82.602
Earthmovers LFGTE,41.622942,-85.975161
Lakota Wind Wind Farm,43.3839,-94.1475
Iowa Lakes Superior Wind Farm,43.445,-94.980278
MA Military Reservation Wind Project,41.6647,-70.5942
Victor Valley CC CPV Solar,34.48017,-117.257938
Trishe Wind Minnesota,45.153889,-94.881111
PA Solar Park,40.860142,-75.852206
Iowa Lakes Community College Wind Farm,43.385347,-94.815655
Texico Wind Ranch LP,34.36,-103.0667
Lubbock Wind Ranch,33.5697,-101.7653
Cedro Hill Wind LLC,27.576111,-98.905278
Taloga Wind LLC,35.855556,-98.968333
Laredo Ridge Wind LLC,41.880278,-98.023889
Little Pringle I Wind Farm,35.964272,-101.540238
Little Pringle II Wind Farm,35.924858,-101.541363
Dorchester Solar Site,42.300802,-71.047171
Marsh Landing Generating Station,38.016944,-121.765
Chestnut Flats Wind Farm,40.522846,-78.476921
Haverhill Solar Power Project,42.781056,-71.092562
NEDC Solar Site,42.105237,-71.702979
Grant County Wind LLC,45.8033,-95.8844
Crescent Dunes Solar Energy,38.238889,-117.36361
Crofton Bluffs Wind LLC,42.698333,-97.58
Aqua Ingrams Mill,39.9647,-75.6578
OREG 3 Inc,43.76,-94.7514
Alta Wind Energy Center I,35.033725,-118.353422
Flat Water Wind Farm LLC,40.0011,-95.9289
Minonk Wind Farm,40.888611,-88.997222
Sandy Ridge Wind Farm,40.729207,-78.28735
OU Spirit Wind Farm,36.333803,-99.480144
Hardscrabble Wind Power LLC,43.112222,-74.878888
Big Blue,43.612222,-94.191944
Northern Colorado Wind LLC,40.9881,-102.8969
Alta Wind Energy Center II,35.023889,-118.295278
Alta Wind Energy Center III,35.023889,-118.295278
Alta Wind Energy Center IV,35.008611,-118.242222
Alta Wind Energy Center V,35.008611,-118.242222
Alpine Solar,34.7892,-118.5047
Carleton College,44.461908,-93.156387
Cedar Hills,47.455833,-122.042778
Dunlap,42.043611,-106.160278
Criterion,39.4047,-79.29
Dutch Wind Energy,33.8942,-116.5603
Garnet Wind Energy Center,33.9053,-116.5825
Loraine Windpark Project LLC,32.4375,-100.7444
Southern Owens Valley Solar Ranch,36.797739,-118.083801
Adelanto Solar Project,34.550833,-117.435277
Pine Tree Solar Project,35.229635,-118.1957
Van Norman Bypass Solar Project,34.291111,-118.481111
Maclay Solar Project,34.319722,-118.430833
Pacific Cruise Ship Terminals Berth 93,33.7331,-118.27722
1420 Coil Av #C,33.794283,-118.241405
Occidental College Solar Project,34.1283,-118.206903
LATTC South Campus Solar,34.033056,-118.269722
Metro Support Services Center Solar,34.0578,-118.229722
Los Angeles Harbor College,33.783102,-118.28493
Cedar Point Wind,39.421787,-103.67814
San Luis Valley Solar Ranch,37.694535,-105.927622
Copper Crossing Solar LLC,33.160601,-111.484011
Big Horn Wind II,45.9192,-120.3039
Juniper Canyon I Wind Project,45.9215,-120.2355
Mayberry Solar LLC,36.476667,-80.601111
Mont Belvieu Cogeneration Unit,29.838138,-94.900661
Sierra SunTower Solar Gen Station,34.7306,-118.135
Luke Solar,33.526111,-112.37944
FPL Energy Illinois Wind LLC,41.7678,-88.8867
Sunray Wind I,35.9454,-101.9005
Top of the World Windpower Project,42.9258,-105.7872
Kent County Wastewater Treatment Solar,38.993056,-75.4375
Mojave Solar Project,35.017717,-117.339144
Crossroads Wind Farm,36.035,-98.722222
Leaning Juniper Wind Power II,45.651,-120.2598
DE Solar 10240 Old Dowd Rd,35.2458,-80.9967
DE Solar 657 Brigham Rd,36.1053,-79.9692
DE Solar 1725 Drywall Dr,35.3261,-80.9967
Dover Sun Park,39.183611,-75.504444
Roadrunner Solar,31.792778,-106.673333
Panoche Valley Solar Farm,36.78005,-120.729752
Silver Lake Solar Farm,40.494804,-74.399511
White Oak Energy LLC,40.590833,-89.046666
Cargill B6 Biofactory,42.7167,-114.6167
Cargill Dry Creek Biofactory,42.424937,-114.229225
"Kettle Butte Digester, LLC",43.631944,-112.279722
Elk City LLC,35.4642,-99.8983
Baldwin Wind LLC,47.1133,-100.7086
CityCenter Central Plant Cogen Units,36.1039,-115.1794
Garrison Energy Center LLC,39.187195,-75.499396
Uilk Wind LLC,43.9811,-96.4269
Trenton Solar Farm,40.2314,-74.7539
Thermo No 1,38.160653,-113.194462
Fox Island Wind LLC,44.094167,-68.865833
Henrico,37.6788,-77.5678
Red Mesa Wind LLC,35.2689,-107.3828
Keenan II Renewable Energy Co LLC,36.276111,-99.490833
Avenal Park,35.989722,-120.11
Sun City Project LLC,35.983056,-120.110277
Sand Drag LLC,35.982778,-120.110277
Morgantown Solar Park,40.152069,-75.865916
510 REPP One,36.4972,-77.6058
Siphon Drop Power Plant,32.7792,-114.6344
MP Durham LLC,36.0311,-78.86
MP Wayne LLC,35.2889,-78.0703
Pocono Solar Project,41.061022,-75.514924
Cogentrix of Alamosa,37.598579,-105.955832
Questa Solar Facility,36.716944,-105.60944
Bellevue Solar Project,45.112222,-123.234722
Agua Caliente Solar Project,32.9774,-113.4945
Lakefield Wind Project LLC,43.675,-95.156666
Adams Wind Generations LLC,44.916944,-94.735555
Jersey Valley Geothermal Power Plant,40.1808,-117.4739
Greater Sandhill I,37.685467,-105.8909
AV Solar Ranch One,34.780278,-118.42444
Dry Lake Wind II LLC,34.6062,-110.1734
New England Wind LLC,42.7297,-73.0236
Linden Solar Farm,40.62,-74.2144
Yardville Solar Farm,40.168811,-74.656719
WEA Texas Bayonne,40.6772,-74.0919
Matrix Buildings A&B (Perth Amboy) Solar,40.534393,-74.269998
Community Wind North LLC,44.245556,-96.406389
Ridgewind,44.018889,-96.065277
Ashtabula Wind III LLC,47.1242,-97.8956
GSK York RDC Solar Facility,40.043856,-76.735474
TAA Solar Facility,32.115833,-110.940833
UASTP I,32.096973,-110.8106
Big Sky Dairy Digester,42.8656,-114.7914
Genesis Solar Energy Project,33.665,-114.998055
Danielson Wind Farms LLC,45.071667,-94.752222
Dow Jones South Brunswick Solar,40.369772,-74.58685
Lakeview Cogeneration LLC,42.188889,-120.679166
Cannelton Hydroelectric Plant,37.899722,-86.705833
Smithland Hydroelectric Plant,37.169636,-88.419518
Willow Island Hydroelectric Plant,39.35776,-81.31795
Taylorsville Solar LLC,35.909074,-81.152498
Northwest Regional,33.681944,-112.476666
Oneida Herkimer,43.462222,-75.418333
Eagle Valley (MI),42.7225,-83.263055
Prairie View IL,41.343056,-88.101389
Prairie Bluff,33.954444,-88.9925
West Camden,36.057892,-88.141965
Geneva,41.795,-80.91
Mahoning,40.914444,-80.586111
Knouse Solar Project 1,40.0264,-77.2344
Notus Wind 1,41.6083,-70.6089
Sherbino II,30.772575,-102.505808
Elk Wind Farm,42.583889,-91.370833
RPI Fuel Cell LLC,34.028611,-117.601388
UTS SJ1 LLC,37.433056,-121.941944
Gratiot Wind Park,43.433889,-84.4975
Yolo County Solar Project,38.659722,-121.7294
Buffalo Ridge II LLC,44.5281,-96.6267
Double A Digester,42.853942,-114.471911
Ryegrass Windfarm,43.037147,-115.439731
Hammett Hill Windfarm,43.006133,-115.463289
Mainline Windfarm,43.04835,-115.412886
Desert Meadow Windfarm,43.056622,-115.452025
Cold Springs Windfarm,43.028056,-115.400469
Oak Glen Wind Farm,43.920556,-93.140555
Bellefontaine Gas Producers LLC,40.410751,-83.71788
Valley View Transmission LLC,43.902753,-96.021744
Solar Star North Carolina II LLC,36.425,-77.064
Davidson Gas Producers LLC,35.841299,-80.183458
Juniper Ridge Hydroelectric Project,44.142698,-121.269747
"Solar Park Gainesville, LLC",29.700407,-82.337828
California Valley Solar Ranch,35.323739,-119.91663
Solar Photovoltaic Project #42,36.028056,-119.074722
Silver State Solar Power North,35.793056,-115.35028
Pine Tree Acres WM LFGTE,42.765,-82.745555
Two Ponds Windfarm,43.033781,-115.482592
McGinness Hills,39.5911,-116.9119
Laurel Mountain,39.0072,-79.8866
Pilesgrove,39.613028,-75.309477
Blue Creek Wind Project,40.931515,-84.561824
Tuscarora Geothermal Power Plant,41.4828,-116.1511
NRG Solar Borrego I,33.298889,-116.35083
San Emidio,40.380556,-119.399722
Seneca Sustainable Energy LLC,44.116306,-123.179007
145 Talmadge Solar,40.535787,-74.391268
Mountain View IV,33.8816,-116.5527
Caltech Central,34.1358,-118.1267
"Martins Creek Solar NC, LLC",35.020415,-84.015676
Napoleon Solar I,41.388431,-84.095841
Bishop Hill Energy LLC,41.215278,-90.120833
Romark PA Solar,40.936111,-76.038888
Blue Ridge Landfill,39.961944,-77.561111
Westervelt Moundville Cogen,32.960714,-87.655419
Crystal Lake 3 LLC,43.3192,-93.8836
Garden Wind LLC,42.224436,-93.373625
Marlboro Mill,34.605,-79.785
Murray Hill Solar,40.684444,-74.404444
TBE-Montgomery LLC,41.4885,-74.2262
Dartmouth Solar,41.715804,-70.974448
Ralls Wind Farm,33.661111,-101.39
John L. Featherstone Plant,33.204635,-115.573303
TSGT Mobile Generator #15,36.934,-106.9865
Black Rock I,33.1594,-115.6144
Black Rock II,33.1594,-115.6144
Black Rock III,33.1594,-115.6144
Chittenden County Solar Partners,44.436111,-73.145277
"Sentinel Energy Center, LLC",33.934167,-116.571388
Mariposa Energy Project,37.789167,-121.601944
Manzana Wind LLC,34.9349,-118.4612
Flemington Solar,40.483888,-74.856666
Frenchtown I Solar,40.521667,-75.012222
Frenchtown II Solar,40.514444,-74.976944
Lebanon Solar,40.675833,-74.912222
Oak Grove Power Producers,37.6297,-94.6414
Imperial Solar Energy Center South,32.663289,-115.658284
Imperial Solar Energy Center West,32.772225,-115.779311
Sampson County Disposal,34.9856,-78.4625
Settlers Trail Wind Farm LLC,40.694444,-87.570833
Masser Farms Realty Solar,40.640556,-76.605417
Tieton Dam Hydro Electric Project,46.658,-121.1287
Stroud Solar Station,36.531389,-120.106944
Five Points Solar Station,36.400278,-120.103333
Westside Solar Station,36.378726,-120.124898
Laurel Wind Farm,41.883333,-92.933333
Rolling Hills Wind Farm,41.1973,-94.7744
Perdido,30.57,-87.39
TECO CHP-1,29.703454,-95.398317
Monroe Generating Station,34.985814,-80.506037
FRV SI Transport Solar LP,38.4869,-121.3911
RV CSU Power II LLC,40.592841,-105.147097
Carson Solar I,38.7228,-104.7817
Ocotillo Express LLC,32.752778,-116.044722
Walnut Creek Energy Park,34.008709,-117.944864
KODE Novus I,36.543889,-101.393611
DeWind Frisco,36.498514,-101.605278
Purdue Energy Park,40.527222,-87.0025
Trexlertown Solar Array North and South,40.556211,-75.593873
Trinity Hills,33.383611,-98.711944
Giffen,36.530278,-120.316111
Cantua Solar Station,36.425085,-120.343543
Huron Solar Station,36.181389,-120.030555
Roger Road WWTP,32.2894,-111.0331
Kapaa Photovoltaic Project,22.080416,-159.331599
North Hurlburt Wind LLC,45.731611,-120.083466
Solar Photovoltaic Project #25,34.130556,-117.421944
Kawailoa Wind,21.610278,-158.040833
Palouse,47.155833,-117.364444
Bingham Wind,45.103333,-69.761944
Solar Photovoltaic Project #30,34.064722,-117.425833
Solar Photovoltaic Project #31,34.086667,-117.565833
Solar Photovoltaic Project #32,34.031667,-117.571944
Solar Photovoltaic Project #33,34.0325,-117.569166
SPVP #35,35.7436,-119.2236
Solar Photovoltaic Project #40,34.855556,-116.866944
Solar Photovoltaic Project #41,34.855556,-116.866944
Solar Photovoltaic Project #44,33.839167,-117.220833
Solar Photovoltaic Project #45,33.8689,-116.5575
Solar Photovoltaic Project #47,32.8333,-118.2306
California State University San Bernardi,34.185833,-117.324167
SPVP #46,35.743889,-119.229444
Milford Wind Corridor Phase III,38.396944,-113.010833
Winona County Wind LLC,44.1125,-91.924722
South Hurlburt Wind LLC,45.706262,-120.079987
Horseshoe Bend Wind LLC,45.58555,-120.008249
Garland Canal Power Plant,44.7264,-108.8644
Oakley Generating Station,38.01,-121.7475
Shirley Wind,44.3481,-87.9278
AFA Solar Farm,38.957901,-104.806627
Pio Pico Energy Center,32.573889,-116.917777
La Senita,35.241675,-114.004591
Sunnyvale City of WPCP,37.4194,-122.0153
Sunset Reservoir North Basin,37.750894,-122.481758
Chino Solar Valley,34.71843,-112.42899
Cotton Center Solar,33.034722,-112.661667
Paloma Solar,33.021111,-112.661389
Hyder Solar,33.02566,-113.34397
Algonquin Power Sanger LLC,36.6842,-119.5522
"RP-Orlando, LLC",28.488889,-81.182222
GE - Tehachapi,35.155278,-118.369444
Albuquerque Solar Energy Center,35.168957,-106.60005
Record Hill Wind,44.633611,-70.627777
Cooper Farms VW Project,40.905833,-84.570277
Los Lunas Solar Energy Center,34.833136,-106.772413
CCCSD Wastewater Treatment Plnt,37.9978,-122.0697
ETS Ewing Solar Facility,40.281801,-74.793638
Deming Solar Energy Center,32.165833,-107.75056
Las Vegas Solar Energy Center,35.643333,-105.206667
Alamogordo Solar Energy Center,32.86571,-105.999775
PaTu Wind Farm LLC,45.613061,-120.616906
Robert O Schulz Solar Farm,37.8583,-120.8917
Broadridge Cogen,38.6183,-121.0564
Allenwood,41.151111,-76.917777
Lycoming County,41.151111,-76.917777
Battery Energy Storage System,64.8167,-147.725
University of California San Diego,32.8747,-117.2392
Oxnard Paper Mill,34.1414,-119.1831
Shiloh III Wind Project LLC,38.169444,-121.846944
Matrix Stults Road Solar Facility,40.3622,-74.4797
Long Island Solar Farm LLC,40.861111,-72.847777
"Minco Wind I, LLC",35.280278,-97.975556
"Hatch Solar Energy Center I, LLC",32.63,-107.259722
Broken Bow Wind LLC,41.454722,-99.568056
Teichert Materials-Teichert Vernalis,37.6167,-121.3564
Pinnacle Wind Force LLC,39.445,-79.03
Cana Gas Processing Plant,35.5331,-98.1011
Bridge Street 1 & 2,41.362778,-72.0825
"Fort Hill 1, 2, 3 & 4",41.4711,-72.1022
Fishers Island 1,41.268611,-72.01
Gary Court 1 & 2,41.3367,-72.02
Jewett City 1,41.6041,-71.9825
LNG 1 & 2,41.5694,-72.1175
Lebanon Pines 1 & 2,41.5683,-72.2322
Water Treatment 1 & 2,41.3469,-72.0411
Eastside WWTP,35.9428,-79.9089
Ward WTP,35.9678,-79.9708
Westside WWTP,35.9403,-80.1106
New Harvest Wind Project LLC,42.159722,-95.439722
Number Nine Wind Farm,46.386944,-68.056666
LE Wind Turbine 1,41.584444,-81.525555
Waverly Wind Farm LLC,38.256944,-95.814166
Blue Canyon Windpower VI LLC,34.910361,-98.5599
Hidalgo Wind Farm LLC,26.465556,-98.411111
Paulding Wind Farm II,41.025278,-84.779166
Rising Tree Wind Farm,35.0775,-118.218333
Bright Stalk Wind Farm II,40.64309,-88.643853
Bright Stalk Wind Farm I,40.701241,-88.701054
Norwich WWTP,41.5256,-72.0833
"Bos Dairy, LLC",41.1153,-87.2328
Foundation ST,37.714167,-121.521666
Meadow Lake Wind Farm V LLC,40.716111,-87.021111
Gaston Memorial Hospital,35.2747,-81.1383
Long Creek Waste Water Plant,35.3119,-81.1414
Wolverine,41.3931,-94.4447
Bulldog,41.2258,-94.4406
Linden Wind Energy Project,45.744171,-120.783568
Auburn LFG Energy Facility,42.944093,-76.593944
Union City Wind Turbine,40.1908,-84.8172
Randolph Eastern School Wind Turbine,40.2097,-84.8219
Ironwood Wind,37.81828,-99.7754
500 Virginia Solar,40.139167,-75.191667
"Vestas Towers America, Inc.",38.1728,-104.62
Prairie Rose Wind Farm,43.828217,-96.321567
City & County of Denver at Denver Int'l,39.904133,-104.654183
McCormick & Co. Inc. at Belcamp,39.4836,-76.2292
"Toys R Us- DE, Inc. at Mt. Olive, NJ",40.818888,-74.718611
Zotos International WPGF,42.886944,-76.968333
Elm Creek Wind II LLC,43.6848,-94.8799
Regulus Solar Project,35.3,-118.851944
Adobe Solar,35.102778,-118.954444
Yamhill Solar LLC,45.108889,-123.278611
Oregon State University Energy Center,44.564333,-123.289089
Bakersfield College Solar 01,35.411817,-118.96864
"Temescal Canyon RV, LLC",33.826389,-117.511667
Avra Valley Solar,32.371667,-111.282777
Pflugerville Solar Farm,30.4214,-97.4614
Vineland Mays Landing Solar,39.4175,-74.973889
Manalapan Village Solar,40.256667,-74.349722
McGraw Hill Solar,40.279722,-74.556389
Cimarron Windpower II,37.90133,-100.372
Astoria Energy II,40.781321,-73.896618
SAF Hydroelectric LLC,44.978889,-93.247777
Foxwoods CoGen,41.4731,-71.9606
Seabrook Solar Plant,39.485,-75.215
CASD Solar,40.2142,-77.2061
SMUD at Grundman,38.364722,-121.41278
SMUD at Van Conett,38.253056,-121.278888
SMUD at Fleshman,38.237778,-121.3375
Oakdale Renewable Energy Plant,41.7053,-91.6033
Macys Goodyear,33.409063,-112.414596
Indian Orchard PV Facility,42.151389,-72.498889
"Pioneer Trail Wind Farm, LLC",40.46405,-88.021517
Silver Lake Solar Photovoltaic Facility,42.4525,-73.2403
"Murphy Farm Power, LLC",34.999167,-84.157254
"Post Rock Wind Power Project, LLC",38.841667,-98.299444
Arlington Valley Solar Energy I,33.321667,-112.880555
Arlington Valley Solar Energy II,33.305,-112.833888
City of Boulder WWTP,40.048025,-105.180327
City of Madera WWTP,36.9408,-120.1572
"Staples La Mirada, CA",33.881667,-118.0175
Goodsprings Waste Heat Recovery,35.809444,-115.411389
Rinehart,28.770601,-81.353336
"CS Murphy Point, LLC",34.989539,-84.166197
Norden 1-3,41.1117,-73.3928
Turnbull Hydro,47.605278,-112.096944
DOE Golden NWTC Load Side,39.909,-105.2318
DOE Golden NWTC Turbine Side,39.9139,-105.2153
DOE Golden NREL Main Campus,39.740896,-105.170993
Topaz Solar Farm,35.405556,-120.068611
Power Generation Station (PGS) 2,37.825833,-122.296111
Aerojet I,38.613508,-121.162879
Aerojet II,38.6086,-121.1703
Webberville Solar Project,30.238492,-97.508812
Vasco Winds,37.790833,-121.718055
Montezuma Wind II,38.116667,-121.821944
Signal Hill West Unit,33.811182,-118.175645
Cheyenne Prairie Generating Station,41.123611,-104.72
Blue Water Renewables Inc,42.91577,-82.594507
Mesquite Solar 1,33.341833,-112.904028
Catalina Solar LLC,34.938261,-118.334492
Stephentown Spindle,42.556501,-73.377477
Beacon Power Flywheel System 1,42.6617,-71.405
Beacon Power Flywheel System 2,42.6617,-71.405
"Rohr Inc., a Collins Aerospace Company",32.6325,-117.0997
City of Palo Alto,37.4383,-122.1094
Watkins Manufacturing Co.,33.143847,-117.236908
Hazle Spindle,40.949536,-76.04739
Berkshire Wind Power Project,42.586667,-73.275
North Palm Springs 4A,33.909722,-116.5625
"Johnson Matthey, Inc. Solar",39.825278,-75.219722
